,,,,,GyroX,GyroY,GyroZ,GyroX_MAX,GyroX_MIN,GyroY_MAX,GyroY_MIN,GyroZ_MAX,GyroZ_MIN,GyroX_DIFF,GyroY_DIFF,GyroZ_DIFF
48520,3.54,-0.36,-8.59,48520,-0.1,-0.1,-0.03,,,,,,,,,
48530,3.51,0.2,-8.86,48530,-0.06,-0.16,-0.02,,,,,,,,,
48540,3.61,0.37,-9.6,48540,-0.05,-0.18,0,,,,,,,,,
48550,3.64,0.15,-10.15,48550,-0.02,-0.17,0.03,,,,,,,,,
48560,3.64,-0.16,-10.17,48560,0.03,-0.15,0.04,,,,,,,,,
48570,3.53,-0.45,-9.79,48570,0.04,-0.13,0.03,,,,,,,,,
48580,3.49,-0.66,-9.12,48580,0.01,-0.13,0.01,,,,,,,,,
48590,3.43,-0.66,-8.71,48590,-0.08,-0.17,-0.01,,,,,,,,,
48600,3.42,-0.55,-9.1,48600,-0.11,-0.22,-0.04,,,,,,,,,
48610,3.52,-0.02,-10.18,48610,-0.11,-0.24,-0.05,,,,,,,,,
48620,3.52,0.17,-10.93,48620,-0.15,-0.2,-0.03,,,,,,,,,
48630,3.53,0.04,-11.29,48630,-0.16,-0.13,-0.02,,,,,,,,,
48640,3.53,0.05,-10.96,48640,-0.13,-0.08,-0.02,,,,,,,,,
48650,3.49,0.31,-10.54,48650,-0.1,-0.04,-0.01,,,,,,,,,
48660,3.49,0.58,-9.72,48660,-0.11,-0.02,0.01,,,,,,,,,
48670,3.44,0.7,-9.15,48670,-0.13,-0.03,0.03,,,,,,,,,
48680,3.46,0.54,-9.12,48680,-0.1,-0.07,0.06,,,,,,,,,
48690,3.44,0.26,-9.18,48690,-0.06,-0.1,0.08,,,,,,,,,
48700,3.41,-0.07,-9.39,48700,-0.04,-0.11,0.08,,,,,,,,,
48710,3.47,-0.28,-9.57,48710,-0.04,-0.11,0.06,,,,,,,,,
48720,3.46,0.02,-9.04,48720,-0.05,-0.11,0.04,,,,,,,,,
48730,3.43,0.33,-8.46,48730,-0.05,-0.12,0.04,,,,,,,,,
48740,3.4,0.61,-7.58,48740,0.01,-0.17,0.06,,,,,,,,,
48750,3.43,0.74,-6.44,48750,0.06,-0.25,0.09,,,,,,,,,
48760,3.25,0.58,-5.08,48760,0.17,-0.38,0.12,,,,,,,,,
48770,3.18,0.47,-3.67,48770,0.35,-0.58,0.15,,,,,,,,,
48780,2.86,0.16,-2,48780,0.68,-0.85,0.19,,,,,,,,,
48790,2.31,-0.31,0.51,48790,1.14,-1.24,0.24,,,,,,,,,
48800,1.71,-1.19,2.11,48800,1.66,-1.83,0.29,,,,,,,,,
48810,0.97,-3.32,-0.6,48810,2.12,-2.52,0.31,,,,,,,,,
48820,0.75,-4.61,-9.86,48820,2.32,-3.09,0.23,,,,,,,,,
48830,0.74,-3.65,-24.84,48830,1.8,-3.2,0.09,,,,,,,,,
48840,3.74,-0.73,-39.23,48840,-0.07,-2.48,-0.07,,,,,,,,,
48850,2.17,5.98,-39.23,48850,-2.18,-0.89,-0.05,,,,,,,,,
48860,2.56,13.54,-39.23,48860,-3.05,1.93,0.43,,,,,,,,,
48870,-5.37,17.84,-39.23,48870,-1.91,5.88,1.42,,,,,,,,,
48880,-18.21,14.59,-39.23,48880,-0.21,8.73,2.48,,,,,,,,,
48890,-34.04,5.4,-39.23,48890,0.06,8.73,3.11,,,,,,,,,
48900,-39.23,-5.04,-39.23,48900,-0.17,8.73,3.2,,,,,,,,,
48910,-39.23,-11.28,-19.19,48910,-0.64,8.73,2.83,,,,,,,,,
48920,-39.23,-13.86,0.09,48920,-0.9,8.73,2.36,,,,,,,,,
48930,-39.23,-14.71,11.06,48930,-1.34,8.73,1.92,,,,,,,,,
48940,-37.54,-16.18,17.48,48940,-1.46,8.73,1.46,,,,,,,,,
48950,-31.98,-16.52,22.93,48950,-1.41,8.73,0.88,,,,,,,,,
48960,-28.29,-14.59,26.78,48960,-1.43,8.73,0.39,,,,,,,,,
48970,-23.92,-12.11,31.58,48970,-1.68,8.73,0.02,,,,,,,,,
48980,-20.55,-11.28,37.3,48980,-1.43,8.73,-0.3,,,,,,,,,
48990,-16.19,-9.69,39.23,48990,-1.79,7.5,-0.56,,,,,,,,,
49000,-11.76,-11.52,39.23,49000,-0.73,5.86,-0.81,,,,,,,,,
49010,-8.51,-9.77,39.23,49010,-0.37,4.04,-1.2,,,,,,,,,
49020,-6.09,-6.62,39.23,49020,0.07,2.11,-1.51,,,,,,,,,
49030,-5.19,-3.67,39.23,49030,0.62,0.12,-1.66,,,,,,,,,
49040,-6.11,-2.28,39.23,49040,0.62,-1.76,-1.71,,,,,,,,,
49050,-7.38,-3.34,39.23,49050,0.16,-3.46,-1.88,,,,,,,,,
49060,-9.67,-2.21,39.23,49060,0.16,-5.48,-2.07,,,,,,,,,
49070,-14.19,-1.56,39.23,49070,0.46,-7.54,-2.06,,,,,,,,,
49080,-20.98,-5.19,39.23,49080,0.55,-8.73,-2.13,,,,,,,,,
49090,-31.78,-7.39,39.23,49090,1.25,-8.73,-2.29,,,,,,,,,
49100,-39.23,-9.39,39.23,49100,2.64,-8.73,-2.35,,,,,,,,,
49110,-39.23,-12.1,36.95,49110,4.47,-8.73,-2.19,,,,,,,,,
49120,-39.23,-16.32,15.19,49120,6.4,-8.73,-1.84,,,,,,,,,
49130,-39.23,-14.64,-18.81,49130,8.21,-8.73,-1.37,,,,,,,,,
49140,-39.23,0.09,-39.23,49140,6.41,-8.73,-0.7,,,,,,,,,
49150,-39.23,15.58,-39.23,49150,1.88,-8.73,0.13,,,,,,,,,
49160,-6.06,23.57,-39.23,49160,-3.06,-8.67,0.8,,,,,,,,,
49170,3.29,20.19,-39.23,49170,-4.21,1.15,2.05,,,,,,,,,
49180,-9.4,-7.18,-39.23,49180,-3.06,8.41,2.87,,,,,,,,,
49190,-20.6,-19.15,-35.32,49190,-2.2,8.73,2.54,,,,,,,,,
49200,-16.55,-24.92,20.92,49200,-1.79,8.73,1.83,,,,,,,,,
49210,-5.2,-30.96,39.23,49210,-1.92,6.72,0.82,,,,,,,,,
49220,1.72,-29.14,39.23,49220,-1.17,3.04,-0.54,,,,,,,,,
49230,3.29,-15.1,39.23,49230,-0.22,-0.33,-1.6,,,,,,,,,
49240,2.85,-3.37,20.13,49240,0.78,-2.34,-1.84,,,,,,,,,
49250,3.16,-0.11,0.37,49250,1.47,-3.04,-1.73,,,,,,,,,
49260,4.13,2.92,-10.4,49260,2.28,-3.04,-1.62,,,,,,,,,
49270,5.29,10.9,-17.84,49270,2.86,-2.71,-1.35,,,,,,,,,
49280,5.85,18,-24.01,49280,2.59,-2.05,-0.72,,,,,,,,,
49290,7.05,17.36,-30.16,49290,0.89,-0.99,0.08,,,,,,,,,
49300,7.56,10.02,-32.35,49300,-0.4,0.2,0.61,,,,,,,,,
49310,6.56,1.95,-27.3,49310,-0.9,1.28,0.77,,,,,,,,,
49320,5.09,-3.2,-16.93,49320,-1.15,1.94,0.62,,,,,,,,,
49330,4.44,-5.33,-4.21,49330,-1.28,2.01,0.32,,,,,,,,,
49340,4.3,-5.8,4.14,49340,-1.25,1.5,0.01,,,,,,,,,
49350,4.39,-5.39,6.03,49350,-0.98,0.73,-0.26,,,,,,,,,
49360,4.46,-4.72,3.71,49360,-0.64,0.02,-0.49,,,,,,,,,
49370,4.59,-4.29,0.41,49370,-0.3,-0.49,-0.67,,,,,,,,,
49380,4.67,-2.5,-3.86,49380,-0.04,-0.85,-0.84,,,,,,,,,
49390,4.98,2.15,-9,49390,0.24,-0.96,-0.86,,,,,,,,,
49400,5.19,5.51,-12.07,49400,0.51,-0.83,-0.64,,,,,,,,,
49410,5.32,5.75,-11.59,49410,0.76,-0.64,-0.36,,,,,,,,,
49420,5.23,4.52,-9.75,49420,0.86,-0.51,-0.13,,,,,,,,,
49430,5.06,2.8,-8.26,49430,0.82,-0.47,0.01,,,,,,,,,
49440,4.5,0.74,-7.59,49440,0.73,-0.48,0.05,,,,,,,,,
49450,4.52,-1.54,-6.28,49450,0.68,-0.53,0,,,,,,,,,
49460,4.22,-3.13,-6.46,49460,0.33,-0.64,-0.18,,,,,,,,,
49470,4.12,-2.92,-8.46,49470,0.02,-0.74,-0.4,,,,,,,,,
49480,4.16,-1.18,-11.65,49480,-0.15,-0.75,-0.56,,,,,,,,,
49490,4.44,1.41,-15.08,49490,-0.12,-0.63,-0.61,,,,,,,,,
49500,4.49,3.68,-15.96,49500,0.01,-0.38,-0.5,,,,,,,,,
49510,4.73,4.4,-14.67,49510,0.07,-0.14,-0.28,,,,,,,,,
49520,4.78,3.23,-13.08,49520,0.08,0,-0.08,,,,,,,,,
49530,4.8,0.92,-11.5,49530,0.05,0.07,0.02,,,,,,,,,
49540,4.8,-0.96,-10.56,49540,0.01,0.09,0.02,,,,,,,,,
49550,4.7,-1.79,-10.14,49550,-0.03,0.1,-0.06,,,,,,,,,
49560,4.72,-1.76,-9.7,49560,-0.08,0.11,-0.16,,,,,,,,,
49570,4.62,-1.28,-9.5,49570,-0.17,0.11,-0.26,,,,,,,,,
49580,4.46,-0.98,-9.44,49580,-0.28,0.12,-0.34,,,,,,,,,
49590,4.49,-0.83,-9.31,49590,-0.37,0.14,-0.41,,,,,,,,,
49600,4.44,-0.12,-9.66,49600,-0.45,0.16,-0.48,,,,,,,,,
49610,4.53,1.28,-10.4,49610,-0.51,0.19,-0.51,,,,,,,,,
49620,4.66,3.16,-11.1,49620,-0.57,0.28,-0.44,,,,,,,,,
49630,4.67,4.63,-11.18,49630,-0.54,0.38,-0.3,,,,,,,,,
49640,4.59,5.31,-10.61,49640,-0.43,0.46,-0.1,,,,,,,,,
49650,4.58,4.28,-9.36,49650,-0.35,0.51,0.1,,,,,,,,,
49660,4.6,2.55,-7.36,49660,-0.29,0.49,0.22,,,,,,,,,
49670,4.47,0.84,-5.5,49670,-0.26,0.37,0.24,,,,,,,,,
49680,4.48,-0.31,-4.5,49680,-0.22,0.18,0.2,,,,,,,,,
49690,4.63,-0.94,-4.58,49690,-0.19,-0.03,0.12,,,,,,,,,
49700,4.72,-1.02,-5.45,49700,-0.15,-0.2,0.02,,,,,,,,,
49710,4.64,-0.59,-6.08,49710,-0.11,-0.32,-0.07,,,,,,,,,
49720,4.69,0.2,-7.09,49720,-0.07,-0.41,-0.13,,,,,,,,,
49730,4.72,1.73,-8.72,49730,-0.02,-0.47,-0.14,,,,,,,,,
49740,4.79,3.16,-10.91,49740,-0.01,-0.43,-0.09,,,,,,,,,
49750,4.94,3.9,-12.37,49750,-0.05,-0.29,0.02,,,,,,,,,
49760,4.99,3.81,-12.28,49760,-0.09,-0.11,0.16,,,,,,,,,
49770,4.85,2.51,-10.77,49770,-0.11,0.02,0.27,,,,,,,,,
49780,4.63,0.85,-8.91,49780,-0.14,0.06,0.3,,,,,,,,,
49790,4.54,-0.32,-7.14,49790,-0.16,0.01,0.26,,,,,,,,,
49800,4.41,-0.97,-6.52,49800,-0.17,-0.12,0.17,,,,,,,,,
49810,4.54,-1.08,-7.05,49810,-0.15,-0.26,0.08,,,,,,,,,
49820,4.57,-0.85,-8.14,49820,-0.14,-0.34,-0.01,,,,,,,,,
49830,4.63,-0.13,-8.88,49830,-0.13,-0.38,-0.08,,,,,,,,,
49840,4.72,1.12,-10.18,49840,-0.12,-0.37,-0.1,,,,,,,,,
49850,4.78,1.86,-11.38,49850,-0.12,-0.31,-0.07,,,,,,,,,
49860,4.9,2.92,-12.3,49860,-0.11,-0.2,-0.01,,,,,,,,,
49870,4.79,3.11,-12.18,49870,-0.11,-0.05,0.1,,,,,,,,,
49880,4.8,2.36,-10.81,49880,-0.13,0.06,0.19,,,,,,,,,
49890,4.63,1.3,-9.53,49890,-0.15,0.11,0.24,,,,,,,,,
49900,4.51,0.18,-8.13,49900,-0.16,0.1,0.22,,,,,,,,,
49910,4.47,-0.09,-6.41,49910,-0.15,0.04,0.16,,,,,,,,,
49920,4.41,0.23,-5.26,49920,-0.14,-0.11,0.11,,,,,,,,,
49930,4.45,0.32,-5.01,49930,-0.09,-0.29,0.08,,,,,,,,,
49940,4.34,0.59,-4.77,49940,0.06,-0.45,0.07,,,,,,,,,
49950,4.35,0.57,-3.85,49950,0.32,-0.65,0.07,,,,,,,,,
49960,4.13,0.25,-2.25,49960,0.62,-0.89,0.07,,,,,,,,,
49970,3.85,0.13,0.07,49970,0.94,-1.23,0.07,,,,,,,,,
49980,3.29,-0.65,2.63,49980,1.34,-1.71,0.08,,,,,,,,,
49990,2.57,-1.88,4.58,49990,1.93,-2.38,0.08,,,,,,,,,
50000,0.92,-2.82,2.71,50000,2.63,-3.23,0.08,,,,,,,,,
50010,0.03,-2.88,-7.49,50010,3.29,-4.07,0.05,,,,,,,,,
50020,0.36,-0.99,-26.92,50020,3.09,-4.34,0.02,,,,,,,,,
50030,2.67,2.79,-39.23,50030,1.33,-3.61,0,,,,,,,,,
50040,4.29,10.33,-39.23,50040,-2.4,-1.74,0.04,,,,,,,,,
50050,4.48,21.24,-39.23,50050,-4.74,1.68,0.63,,,,,,,,,
50060,-7.09,26.46,-39.23,50060,-3.52,6.64,2.19,,,,,,,,,
50070,-23.5,20.3,-39.23,50070,-0.84,8.73,3.62,,,,,,,,,
50080,-39.23,8.98,-39.23,50080,0.2,8.73,4.36,,,,,,,,,
50090,-39.23,-2.45,-38.45,50090,0,8.73,4.48,,,,,,,,,
50100,-39.23,-11.84,-9.54,50100,-0.92,8.73,4.16,,,,,,,,,
50110,-39.23,-17.96,10.49,50110,-1.69,8.73,3.62,,,,,,,,,
50120,-39.23,-20,20.88,50120,-1.81,8.73,3.01,,,,,,,,,
50130,-35.71,-20.46,28.41,50130,-1.61,8.73,2.26,,,,,,,,,
50140,-29.45,-17.31,31.62,50140,-1.34,8.73,1.59,,,,,,,,,
50150,-24.24,-13.57,33.78,50150,-1.4,8.73,1.06,,,,,,,,,
50160,-19.49,-10.76,36.31,50160,-1.16,8.73,0.75,,,,,,,,,
50170,-15.57,-8.81,37.48,50170,-1.21,7.37,0.5,,,,,,,,,
50180,-12.72,-10.39,39.23,50180,-0.96,5.83,0.17,,,,,,,,,
50190,-9.76,-12,39.23,50190,-0.31,4.36,-0.15,,,,,,,,,
50200,-7.89,-11.34,39.23,50200,-0.24,2.79,-0.61,,,,,,,,,
50210,-6.9,-10.82,39.23,50210,0.05,1.13,-1.06,,,,,,,,,
50220,-6.56,-8.94,39.23,50220,0.27,-0.47,-1.47,,,,,,,,,
50230,-7.73,-7.38,39.23,50230,0.14,-1.96,-1.82,,,,,,,,,
50240,-8.53,-6.81,39.23,50240,-0.05,-3.45,-2.18,,,,,,,,,
50250,-11.81,-5.49,39.23,50250,0.14,-5.22,-2.47,,,,,,,,,
50260,-15.51,-5.82,39.23,50260,0.4,-7.36,-2.68,,,,,,,,,
50270,-23.85,-7.05,39.23,50270,0.64,-8.73,-2.86,,,,,,,,,
50280,-37.39,-8.87,39.23,50280,1.76,-8.73,-2.96,,,,,,,,,
50290,-39.23,-13.34,39.23,50290,3.34,-8.73,-2.95,,,,,,,,,
50300,-39.23,-17.99,39.23,50300,5.45,-8.73,-2.79,,,,,,,,,
50310,-39.23,-22.01,12.84,50310,7.64,-8.73,-2.37,,,,,,,,,
50320,-39.23,-20.18,-28.53,50320,8.73,-8.73,-1.81,,,,,,,,,
50330,-39.23,-4.11,-39.23,50330,5.26,-8.73,-1.36,,,,,,,,,
50340,-39.23,14.62,-39.23,50340,0.21,-8.73,-0.84,,,,,,,,,
50350,-0.64,29.46,-39.23,50350,-2.19,-6.11,0.16,,,,,,,,,
50360,-0.78,29.05,-39.23,50360,-3.38,4.79,2.04,,,,,,,,,
50370,-20.85,1.61,-39.23,50370,-3.56,8.73,3.17,,,,,,,,,
50380,-29.96,-15.22,-17.71,50380,-2.67,8.73,3.31,,,,,,,,,
50390,-19.84,-30.13,39.23,50390,-1.54,8.73,2.6,,,,,,,,,
50400,-3.49,-35.67,39.23,50400,-1.58,5.76,0.94,,,,,,,,,
50410,2.69,-30.24,39.23,50410,-0.41,1.56,-0.65,,,,,,,,,
50420,2.39,-15.35,39.23,50420,0.49,-1.75,-1.67,,,,,,,,,
50430,1.5,-8.08,13.89,50430,1.24,-3.38,-1.98,,,,,,,,,
50440,1.35,-6.01,-2.33,50440,2.18,-3.8,-2.09,,,,,,,,,
50450,1.8,-0.9,-11.96,50450,3.03,-3.83,-2.22,,,,,,,,,
50460,3.48,11.15,-24.71,50460,3.13,-3.41,-2.05,,,,,,,,,
50470,5.33,20.23,-35.69,50470,1.89,-2.31,-1.39,,,,,,,,,
50480,7.13,20.58,-39.23,50480,0.11,-0.74,-0.51,,,,,,,,,
50490,6.64,13.53,-36.59,50490,-0.99,0.9,0.23,,,,,,,,,
50500,4.7,4.63,-22.63,50500,-1.58,2,0.53,,,,,,,,,
50510,3.62,-0.3,-5.11,50510,-1.85,2.25,0.47,,,,,,,,,
50520,2.98,-2.76,5.25,50520,-1.63,1.71,0.34,,,,,,,,,
50530,3.21,-4.97,9.19,50530,-1.12,0.78,0.11,,,,,,,,,
50540,3.56,-6.12,7.72,50540,-0.69,-0.16,-0.19,,,,,,,,,
50550,3.66,-4.87,2.26,50550,-0.46,-0.89,-0.51,,,,,,,,,
50560,4.04,-0.48,-5.52,50560,-0.17,-1.32,-0.71,,,,,,,,,
50570,4.45,4.87,-13.43,50570,0.17,-1.34,-0.64,,,,,,,,,
50580,4.94,8.07,-17.64,50580,0.57,-1.03,-0.33,,,,,,,,,
50590,5.01,8.42,-17.21,50590,0.86,-0.6,0.07,,,,,,,,,
50600,4.74,6.36,-13.47,50600,0.99,-0.29,0.4,,,,,,,,,
50610,4.15,3.45,-9.77,50610,0.85,-0.16,0.58,,,,,,,,,
50620,3.99,0.01,-7.94,50620,0.34,-0.2,0.59,,,,,,,,,
50630,3.94,-2.28,-8.83,50630,-0.11,-0.25,0.45,,,,,,,,,
50640,3.88,-3.36,-9.8,50640,-0.29,-0.24,0.25,,,,,,,,,
50650,3.64,-3.37,-9.67,50650,-0.2,-0.25,0.06,,,,,,,,,
50660,3.63,-1.62,-9.85,50660,-0.09,-0.3,-0.1,,,,,,,,,
50670,3.62,1.27,-11.13,50670,-0.07,-0.33,-0.13,,,,,,,,,
50680,3.66,2.84,-12.85,50680,-0.08,-0.3,-0.03,,,,,,,,,
50690,3.87,2.69,-14.23,50690,-0.06,-0.18,0.11,,,,,,,,,
50700,3.91,1.71,-14.28,50700,0.02,-0.01,0.23,,,,,,,,,
50710,3.98,0.43,-13.05,50710,0.04,0.13,0.28,,,,,,,,,
50720,3.87,-0.64,-11.34,50720,-0.01,0.22,0.28,,,,,,,,,
50730,3.74,-2.03,-9.71,50730,-0.09,0.25,0.2,,,,,,,,,
50740,3.69,-2.86,-8.47,50740,-0.09,0.21,0.09,,,,,,,,,
50750,3.61,-2.86,-7.36,50750,-0.08,0.14,-0.06,,,,,,,,,
50760,3.6,-1.15,-6.83,50760,-0.15,0.02,-0.19,,,,,,,,,
50770,3.74,0.69,-7.8,50770,-0.21,-0.1,-0.22,,,,,,,,,
50780,3.82,1.33,-9.37,50780,-0.19,-0.13,-0.17,,,,,,,,,
50790,3.85,0.93,-9.82,50790,-0.12,-0.1,-0.12,,,,,,,,,
50800,3.77,0.5,-9.3,50800,-0.12,-0.07,-0.12,,,,,,,,,
50810,3.72,0.36,-8.88,50810,-0.17,-0.08,-0.13,,,,,,,,,
50820,3.69,0.57,-8.77,50820,-0.18,-0.1,-0.14,,,,,,,,,
50830,3.71,1.32,-8.91,50830,-0.14,-0.11,-0.13,,,,,,,,,
50840,3.65,1.86,-8.89,50840,-0.07,-0.13,-0.07,,,,,,,,,
50850,3.67,2.01,-9.29,50850,-0.03,-0.16,-0.02,,,,,,,,,
50860,3.86,2.09,-10.16,50860,-0.03,-0.15,0.04,,,,,,,,,
50870,3.87,2.19,-10.89,50870,-0.04,-0.09,0.11,,,,,,,,,
50880,3.93,1.87,-10.8,50880,-0.04,-0.01,0.18,,,,,,,,,
50890,3.87,0.84,-9.95,50890,-0.05,0.04,0.21,,,,,,,,,
50900,3.79,-0.16,-8.99,50900,-0.09,0.05,0.2,,,,,,,,,
50910,3.77,-0.67,-8.2,50910,-0.13,0.02,0.15,,,,,,,,,
50920,3.72,-0.91,-7.87,50920,-0.14,-0.05,0.09,,,,,,,,,
50930,3.67,-0.72,-8.01,50930,-0.12,-0.12,0.02,,,,,,,,,
50940,3.71,-0.14,-8.29,50940,-0.07,-0.18,-0.01,,,,,,,,,
50950,3.79,0.98,-9.13,50950,-0.05,-0.23,-0.02,,,,,,,,,
50960,3.85,1.94,-10.29,50960,-0.01,-0.22,0.03,,,,,,,,,
50970,3.91,2.27,-10.6,50970,0.04,-0.17,0.12,,,,,,,,,
50980,3.91,1.8,-10.03,50980,0.09,-0.13,0.21,,,,,,,,,
50990,3.84,0.68,-9.39,50990,0.11,-0.13,0.25,,,,,,,,,
51000,3.79,-0.5,-8.68,51000,0.16,-0.15,0.24,,,,,,,,,
51010,3.72,-1.37,-8.16,51010,0.21,-0.21,0.18,,,,,,,,,
51020,3.68,-1.95,-7.45,51020,0.28,-0.28,0.1,,,,,,,,,
51030,3.57,-1.93,-6.43,51030,0.39,-0.39,0,,,,,,,,,
51040,3.4,-1.49,-4.92,51040,0.57,-0.56,-0.08,,,,,,,,,
51050,3.18,-1.07,-2.48,51050,0.95,-0.85,-0.11,,,,,,,,,
51060,2.71,-1.43,0.23,51060,1.56,-1.33,-0.11,,,,,,,,,
51070,1.91,-1.51,2.05,51070,2.36,-1.94,-0.08,,,,,,,,,
51080,1.02,-2.07,1.35,51080,3.18,-2.68,-0.01,,,,,,,,,
51090,-0.19,-2.11,-6.07,51090,3.69,-3.41,0.06,,,,,,,,,
51100,-0.17,-1.99,-21.23,51100,3.21,-3.7,0.11,,,,,,,,,
51110,1.67,-1.83,-39.23,51110,1.39,-3.19,0.08,,,,,,,,,
51120,6.19,0.64,-39.23,51120,-1.02,-1.78,-0.03,,,,,,,,,
51130,2.75,7.79,-39.23,51130,-3.06,0.64,0.12,,,,,,,,,
51140,-0.26,12.34,-39.23,51140,-3.06,3.98,0.82,,,,,,,,,
51150,-10.28,12.46,-39.23,51150,-2.07,7.63,1.66,,,,,,,,,
51160,-20.43,9.87,-39.23,51160,-1.12,8.73,2.32,,,,,,,,,
51170,-32.28,8.57,-39.23,51170,-1.09,8.73,2.99,,,,,,,,,
51180,-38.83,3.65,-31.17,51180,-1.28,8.73,3.45,,,,,,,,,
51190,-39.23,-3.73,-12.81,51190,-1.91,8.73,3.67,,,,,,,,,
51200,-38.09,-9.55,-0.92,51200,-2.4,8.73,3.6,,,,,,,,,
51210,-35.29,-12.28,4.24,51210,-2.45,8.73,3.35,,,,,,,,,
51220,-32.74,-12.74,6.9,51220,-2.34,8.73,3.04,,,,,,,,,
51230,-31.14,-13.05,9.48,51230,-2.17,8.73,2.72,,,,,,,,,
51240,-30.58,-13.47,13.67,51240,-2.2,8.73,2.39,,,,,,,,,
51250,-29.37,-15.05,20.57,51250,-2.29,8.73,2.06,,,,,,,,,
51260,-26.67,-20.77,28.79,51260,-1.72,8.73,1.56,,,,,,,,,
51270,-23.76,-25.52,39.21,51270,-1.05,8.73,0.82,,,,,,,,,
51280,-19.7,-24.92,39.23,51280,-1.11,7.21,-0.3,,,,,,,,,
51290,-15.08,-22.02,39.23,51290,-0.66,5.22,-0.94,,,,,,,,,
51300,-12.01,-19.42,39.23,51300,-0.9,2.77,-1.75,,,,,,,,,
51310,-11.14,-16.73,39.23,51310,0.41,0.05,-2.41,,,,,,,,,
51320,-11.83,-9.96,39.23,51320,1.03,-2.73,-2.96,,,,,,,,,
51330,-14.27,-4.6,39.23,51330,1.21,-5.3,-3.24,,,,,,,,,
51340,-18.65,-0.67,39.23,51340,1.69,-7.82,-3.24,,,,,,,,,
51350,-25.28,0.39,39.23,51350,2.27,-8.73,-2.96,,,,,,,,,
51360,-37.22,-3.46,39.23,51360,2.74,-8.73,-2.61,,,,,,,,,
51370,-39.23,-11.91,39.23,51370,3,-8.73,-2.48,,,,,,,,,
51380,-39.23,-20.96,39.23,51380,4.21,-8.73,-2.58,,,,,,,,,
51390,-39.23,-26.01,23.59,51390,6.4,-8.73,-2.61,,,,,,,,,
51400,-39.23,-27,-13.33,51400,8.72,-8.73,-2.26,,,,,,,,,
51410,-39.23,-20.99,-39.23,51410,8.73,-8.73,-1.6,,,,,,,,,
51420,-39.23,-4.37,-39.23,51420,2.5,-8.73,-1.3,,,,,,,,,
51430,-16.5,15.4,-39.23,51430,-2.71,-8.73,-1.25,,,,,,,,,
51440,0.18,35.8,-39.23,51440,-3.89,-0.28,0.1,,,,,,,,,
51450,-10.9,17.84,-39.23,51450,-2.44,8.73,2.3,,,,,,,,,
51460,-29.05,-2.91,-39.23,51460,-2.62,8.73,3,,,,,,,,,
51470,-25.95,-21.16,19.84,51470,-2.25,8.73,2.93,,,,,,,,,
51480,-9.77,-33.71,39.23,51480,-1.8,7.47,1.91,,,,,,,,,
51490,-0.53,-35.98,39.23,51490,-0.89,3.39,0.34,,,,,,,,,
51500,2.88,-24.7,39.23,51500,-0.09,0.04,-1.19,,,,,,,,,
51510,3.06,-8.53,11.16,51510,0.81,-1.91,-1.88,,,,,,,,,
51520,3.69,-1.93,-6.2,51520,1.28,-2.27,-1.94,,,,,,,,,
51530,4.24,2.25,-14.67,51530,1.97,-2.06,-1.86,,,,,,,,,
51540,5.34,10.23,-19.85,51540,2.47,-1.6,-1.63,,,,,,,,,
51550,5.65,18.38,-23.15,51550,2.26,-0.9,-1.03,,,,,,,,,
51560,6.36,19.95,-23.96,51560,0.81,-0.06,-0.22,,,,,,,,,
51570,6.14,13.28,-22.69,51570,-0.66,0.8,0.47,,,,,,,,,
51580,5.36,3.93,-17.87,51580,-1.39,1.46,0.77,,,,,,,,,
51590,4.61,-2.09,-11.17,51590,-1.49,1.78,0.69,,,,,,,,,
51600,4.08,-5.07,-3.05,51600,-1.17,1.74,0.45,,,,,,,,,
51610,3.9,-5.78,3.97,51610,-0.8,1.31,0.12,,,,,,,,,
51620,3.86,-4.5,6.85,51620,-0.6,0.53,-0.22,,,,,,,,,
51630,3.95,-2.11,4.2,51630,-0.48,-0.18,-0.43,,,,,,,,,
51640,4.28,0.33,-1.66,51640,-0.23,-0.69,-0.5,,,,,,,,,
51650,4.54,2.77,-7.29,51650,0.23,-0.92,-0.43,,,,,,,,,
51660,4.9,5.65,-12.36,51660,0.6,-0.91,-0.27,,,,,,,,,
51670,5.12,7.6,-15.71,51670,0.68,-0.67,0.03,,,,,,,,,
51680,5.33,6.56,-15.89,51680,0.57,-0.32,0.36,,,,,,,,,
51690,4.91,3.22,-13.72,51690,0.38,-0.03,0.57,,,,,,,,,
51700,4.72,-0.17,-11.1,51700,0.17,0.12,0.61,,,,,,,,,
51710,4.58,-2.42,-9.22,51710,-0.01,0.15,0.5,,,,,,,,,
51720,4.5,-3.65,-7.54,51720,-0.11,0.1,0.34,,,,,,,,,
51730,4.54,-3.66,-5.78,51730,-0.12,-0.07,0.13,,,,,,,,,
51740,4.58,-2.15,-5.85,51740,-0.05,-0.29,-0.01,,,,,,,,,
51750,4.86,-0.66,-7.21,51750,0.06,-0.48,-0.05,,,,,,,,,
51760,4.97,0.38,-9.39,51760,0.22,-0.57,-0.02,,,,,,,,,
51770,5.19,0.89,-11.43,51770,0.39,-0.57,0.06,,,,,,,,,
51780,5.2,1.16,-12.84,51780,0.51,-0.48,0.15,,,,,,,,,
51790,5.13,0.66,-13.56,51790,0.43,-0.33,0.23,,,,,,,,,
51800,5.05,-0.18,-14.12,51800,0.28,-0.17,0.28,,,,,,,,,
